,lmList,bbox,center
10,"[[221, 403, 0], [265, 388, -25], [297, 334, -29], [305, 286, -31], [324, 259, -28], [273, 295, -13], [249, 279, -34], [234, 311, -41], [232, 339, -38], [241, 290, -5], [219, 281, -34], [211, 322, -41], [213, 352, -35], [215, 289, -1], [194, 279, -31], [194, 316, -35], [201, 345, -25], [190, 292, 0], [185, 250, -14], [178, 223, -18], [174, 198, -14]]","(174, 198, 150, 205)","(249, 300)"
11,"[[221, 404, 0], [266, 386, -24], [297, 335, -28], [305, 289, -30], [322, 260, -28], [272, 296, -12], [250, 279, -34], [236, 311, -41], [234, 338, -39], [241, 290, -5], [219, 282, -34], [212, 322, -41], [214, 352, -36], [214, 289, -2], [195, 279, -31], [194, 314, -35], [201, 343, -26], [189, 292, 0], [184, 250, -15], [177, 223, -19], [173, 199, -16]]","(173, 199, 149, 205)","(247, 301)"
12,"[[220, 404, 0], [265, 386, -24], [297, 335, -29], [305, 288, -31], [323, 261, -29], [272, 296, -13], [248, 278, -35], [233, 311, -42], [231, 339, -40], [240, 290, -5], [217, 280, -36], [209, 322, -43], [211, 352, -37], [214, 290, -2], [193, 279, -33], [192, 316, -36], [199, 345, -27], [190, 293, 0], [184, 250, -16], [176, 223, -20], [173, 199, -17]]","(173, 199, 150, 205)","(248, 301)"
13,"[[221, 404, 0], [265, 388, -25], [298, 336, -30], [307, 290, -32], [325, 262, -30], [273, 296, -15], [251, 280, -36], [235, 312, -43], [232, 340, -41], [242, 290, -7], [221, 281, -37], [212, 322, -43], [213, 353, -38], [215, 289, -3], [196, 278, -33], [193, 315, -37], [199, 344, -28], [190, 291, -1], [185, 248, -17], [178, 221, -21], [174, 198, -17]]","(174, 198, 151, 206)","(249, 301)"
14,"[[219, 405, 0], [263, 389, -25], [298, 339, -30], [309, 291, -32], [327, 263, -31], [275, 297, -14], [250, 280, -36], [234, 312, -44], [232, 340, -41], [244, 290, -6], [219, 280, -36], [210, 322, -43], [211, 352, -37], [217, 289, -3], [195, 277, -33], [193, 314, -36], [199, 344, -26], [191, 291, -1], [186, 248, -17], [179, 222, -21], [175, 197, -17]]","(175, 197, 152, 208)","(251, 301)"
15,"[[210, 404, 0], [255, 397, -25], [294, 354, -30], [314, 308, -33], [340, 284, -33], [281, 309, -13], [253, 289, -35], [233, 315, -43], [230, 339, -43], [254, 296, -6], [227, 285, -35], [213, 324, -43], [211, 352, -39], [229, 290, -2], [204, 277, -33], [196, 313, -37], [199, 341, -29], [204, 289, 0], [201, 246, -17], [195, 219, -22], [194, 194, -20]]","(194, 194, 146, 210)","(267, 299)"
16,"[[206, 397, 0], [248, 394, -31], [291, 355, -39], [311, 307, -44], [338, 284, -44], [282, 307, -21], [249, 287, -45], [226, 318, -53], [220, 346, -51], [255, 292, -10], [221, 283, -43], [206, 325, -50], [204, 353, -45], [230, 285, -5], [200, 275, -39], [193, 313, -43], [195, 341, -33], [204, 283, -1], [201, 241, -20], [197, 213, -25], [196, 188, -21]]","(193, 188, 145, 209)","(265, 292)"
17,"[[202, 390, 0], [244, 387, -34], [286, 348, -42], [307, 301, -46], [334, 279, -45], [274, 300, -20], [240, 278, -44], [217, 308, -52], [213, 334, -50], [248, 285, -8], [213, 274, -41], [199, 315, -48], [198, 340, -43], [225, 278, -2], [196, 263, -36], [187, 302, -40], [189, 330, -29], [200, 276, 2], [199, 233, -17], [196, 205, -23], [195, 179, -19]]","(187, 179, 147, 211)","(260, 284)"
18,"[[200, 391, 0], [242, 390, -31], [284, 349, -38], [308, 302, -42], [336, 280, -41], [277, 301, -19], [244, 278, -43], [220, 308, -50], [216, 334, -48], [250, 285, -9], [216, 273, -40], [201, 313, -46], [201, 338, -40], [225, 278, -3], [196, 262, -37], [188, 299, -39], [190, 326, -28], [200, 275, 0], [198, 233, -19], [194, 205, -23], [194, 178, -19]]","(188, 178, 148, 213)","(262, 284)"
19,"[[203, 391, 0], [247, 387, -30], [290, 346, -36], [310, 299, -40], [334, 275, -39], [276, 298, -18], [244, 275, -42], [222, 305, -50], [217, 333, -47], [247, 285, -8], [215, 272, -41], [201, 313, -48], [200, 340, -43], [222, 279, -3], [195, 263, -37], [187, 301, -41], [190, 329, -30], [197, 277, 0], [195, 234, -19], [190, 206, -24], [189, 180, -20]]","(187, 180, 147, 211)","(260, 285)"
20,"[[204, 392, 0], [247, 388, -31], [289, 346, -38], [310, 299, -42], [334, 274, -42], [275, 296, -21], [245, 274, -45], [223, 306, -52], [218, 334, -49], [246, 283, -10], [215, 271, -44], [200, 314, -51], [199, 344, -45], [222, 278, -5], [195, 263, -40], [187, 303, -43], [190, 334, -32], [197, 278, -1], [194, 234, -21], [188, 206, -27], [186, 180, -23]]","(186, 180, 148, 212)","(260, 286)"
21,"[[204, 391, 0], [247, 378, -32], [285, 332, -41], [303, 284, -46], [327, 255, -47], [266, 282, -15], [233, 263, -40], [216, 297, -50], [216, 327, -48], [234, 276, -5], [206, 267, -38], [197, 311, -48], [198, 341, -43], [208, 276, 0], [184, 267, -34], [182, 307, -40], [187, 337, -31], [184, 281, 3], [171, 237, -14], [160, 209, -19], [154, 185, -14]]","(154, 185, 173, 206)","(240, 288)"
22,"[[211, 391, 0], [252, 376, -28], [287, 325, -35], [302, 277, -39], [321, 247, -38], [258, 280, -13], [232, 258, -37], [217, 295, -45], [217, 325, -42], [227, 276, -4], [203, 263, -37], [196, 309, -45], [199, 340, -39], [201, 276, 0], [180, 262, -33], [178, 300, -37], [184, 329, -26], [178, 281, 1], [165, 239, -15], [153, 213, -20], [145, 189, -16]]","(145, 189, 176, 202)","(233, 290)"
23,"[[230, 405, 0], [271, 379, -26], [300, 319, -32], [307, 269, -35], [323, 236, -34], [264, 283, -12], [246, 260, -35], [238, 296, -44], [241, 326, -43], [230, 284, -4], [214, 269, -35], [215, 312, -43], [222, 343, -38], [202, 290, -1], [185, 270, -31], [192, 305, -34], [204, 332, -25], [178, 298, 0], [160, 254, -16], [144, 226, -21], [132, 200, -19]]","(132, 200, 191, 205)","(227, 302)"
24,"[[232, 405, 0], [274, 380, -28], [301, 319, -34], [308, 269, -38], [325, 236, -38], [264, 281, -17], [247, 260, -40], [241, 297, -49], [244, 328, -48], [229, 282, -8], [214, 267, -39], [217, 312, -46], [225, 343, -41], [201, 288, -5], [185, 269, -34], [192, 306, -36], [205, 335, -27], [176, 297, -3], [160, 253, -18], [144, 226, -23], [132, 202, -21]]","(132, 202, 193, 203)","(228, 303)"
25,"[[234, 405, 0], [275, 378, -27], [303, 319, -33], [311, 269, -38], [328, 236, -38], [265, 280, -15], [246, 260, -38], [242, 297, -47], [246, 328, -47], [231, 283, -7], [215, 269, -37], [218, 312, -45], [227, 343, -40], [203, 289, -4], [187, 271, -33], [195, 307, -35], [208, 335, -26], [177, 299, -3], [161, 254, -18], [145, 227, -22], [133, 202, -20]]","(133, 202, 195, 203)","(230, 303)"
26,"[[229, 408, 0], [271, 380, -27], [302, 321, -33], [311, 271, -37], [324, 238, -37], [262, 284, -18], [245, 263, -40], [239, 301, -48], [243, 331, -46], [228, 286, -10], [213, 270, -41], [215, 315, -48], [223, 347, -43], [199, 292, -6], [184, 274, -37], [190, 312, -39], [202, 341, -30], [173, 301, -5], [156, 258, -21], [140, 231, -26], [127, 207, -24]]","(127, 207, 197, 201)","(225, 307)"
27,"[[229, 410, 0], [270, 383, -26], [298, 324, -33], [308, 273, -37], [321, 239, -37], [261, 284, -16], [244, 264, -38], [240, 301, -46], [245, 332, -44], [227, 286, -9], [213, 270, -39], [215, 315, -45], [224, 346, -41], [197, 292, -6], [183, 273, -34], [189, 308, -36], [201, 335, -27], [171, 301, -5], [155, 257, -19], [138, 229, -23], [126, 205, -21]]","(126, 205, 195, 205)","(223, 307)"
28,"[[223, 412, 0], [267, 386, -23], [297, 330, -28], [309, 282, -33], [322, 247, -34], [261, 287, -11], [250, 263, -32], [246, 298, -42], [249, 329, -41], [227, 289, -5], [219, 270, -35], [220, 314, -43], [226, 345, -39], [196, 295, -5], [187, 273, -33], [194, 309, -36], [204, 338, -27], [168, 304, -6], [151, 259, -21], [136, 230, -25], [126, 204, -23]]","(126, 204, 196, 208)","(224, 308)"
29,"[[221, 414, 0], [267, 388, -21], [300, 333, -26], [312, 286, -31], [327, 253, -32], [262, 290, -11], [254, 261, -31], [249, 297, -40], [252, 328, -40], [228, 290, -7], [223, 268, -34], [224, 312, -42], [230, 343, -39], [198, 295, -6], [191, 268, -32], [199, 304, -34], [209, 334, -26], [170, 303, -8], [155, 256, -21], [142, 227, -24], [134, 200, -22]]","(134, 200, 193, 214)","(230, 307)"
30,"[[220, 415, 0], [267, 389, -19], [300, 333, -23], [314, 287, -27], [330, 256, -28], [262, 290, -8], [256, 261, -28], [251, 296, -37], [252, 328, -36], [227, 290, -5], [225, 267, -32], [226, 311, -40], [230, 343, -37], [196, 294, -5], [192, 265, -30], [199, 301, -32], [208, 332, -24], [169, 301, -7], [155, 255, -19], [144, 225, -22], [136, 197, -20]]","(136, 197, 194, 218)","(233, 306)"
31,"[[219, 422, 0], [264, 394, -20], [296, 334, -24], [311, 286, -28], [326, 254, -27], [256, 293, -7], [246, 263, -26], [241, 303, -34], [245, 334, -32], [221, 294, -3], [215, 268, -32], [216, 317, -40], [223, 350, -35], [190, 299, -4], [181, 267, -30], [187, 303, -30], [196, 332, -21], [163, 308, -7], [143, 262, -19], [128, 233, -21], [118, 205, -19]]","(118, 205, 208, 217)","(222, 313)"
32,"[[218, 425, 0], [264, 396, -20], [296, 337, -26], [311, 288, -31], [326, 254, -32], [258, 294, -12], [247, 261, -33], [241, 297, -42], [243, 330, -42], [222, 295, -9], [214, 269, -37], [215, 315, -45], [221, 349, -43], [190, 300, -9], [179, 268, -33], [186, 299, -35], [197, 328, -28], [162, 310, -10], [143, 263, -22], [126, 234, -26], [115, 207, -25]]","(115, 207, 211, 218)","(220, 316)"
33,"[[219, 420, 0], [263, 390, -22], [295, 333, -29], [308, 285, -35], [321, 252, -36], [252, 289, -14], [239, 260, -36], [235, 298, -45], [238, 331, -44], [216, 291, -10], [206, 267, -41], [210, 314, -50], [217, 349, -46], [185, 297, -10], [173, 270, -37], [182, 304, -39], [194, 333, -31], [159, 308, -11], [137, 263, -25], [120, 234, -29], [108, 206, -27]]","(108, 206, 213, 214)","(214, 313)"
34,"[[217, 420, 0], [262, 389, -22], [293, 332, -29], [306, 282, -35], [317, 248, -36], [251, 289, -15], [237, 259, -37], [233, 297, -46], [237, 330, -46], [215, 291, -10], [204, 266, -41], [207, 313, -49], [216, 346, -45], [184, 298, -10], [169, 270, -36], [177, 301, -38], [189, 327, -30], [157, 309, -11], [136, 263, -24], [118, 234, -28], [106, 208, -26]]","(106, 208, 211, 212)","(211, 314)"
35,"[[218, 421, 0], [258, 384, -27], [282, 319, -34], [284, 267, -39], [295, 231, -40], [231, 281, -13], [205, 259, -38], [207, 297, -49], [219, 328, -50], [195, 290, -7], [176, 274, -40], [188, 319, -50], [204, 349, -48], [166, 302, -6], [146, 281, -36], [158, 314, -40], [176, 341, -33], [143, 318, -7], [111, 281, -23], [85, 258, -29], [66, 235, -29]]","(66, 231, 229, 190)","(180, 326)"
36,"[[222, 419, 0], [258, 380, -26], [274, 317, -34], [274, 265, -40], [280, 228, -41], [223, 281, -17], [197, 260, -40], [201, 300, -49], [214, 330, -49], [188, 292, -11], [167, 279, -45], [184, 324, -53], [203, 352, -50], [159, 306, -10], [137, 287, -41], [155, 320, -43], [176, 344, -34], [137, 324, -11], [101, 290, -28], [73, 270, -33], [51, 250, -31]]","(51, 228, 229, 191)","(165, 323)"
37,"[[223, 422, 0], [258, 381, -25], [273, 315, -33], [270, 262, -39], [274, 224, -40], [219, 281, -15], [191, 261, -39], [198, 300, -49], [214, 329, -48], [185, 294, -10], [161, 279, -44], [181, 323, -52], [202, 350, -48], [157, 310, -9], [133, 289, -39], [153, 321, -40], [176, 344, -31], [136, 329, -10], [97, 297, -25], [67, 278, -30], [44, 259, -29]]","(44, 224, 230, 198)","(159, 323)"
38,"[[227, 413, 0], [259, 371, -25], [268, 306, -33], [262, 255, -39], [262, 217, -41], [210, 278, -16], [186, 258, -39], [198, 295, -49], [214, 324, -50], [177, 292, -11], [159, 279, -43], [182, 321, -53], [203, 348, -51], [151, 310, -11], [128, 289, -39], [150, 317, -42], [173, 338, -35], [132, 331, -12], [90, 302, -28], [59, 285, -33], [34, 268, -34]]","(34, 217, 234, 196)","(151, 315)"
39,"[[228, 413, 0], [261, 371, -22], [268, 306, -29], [263, 254, -34], [266, 218, -36], [215, 275, -16], [192, 258, -36], [201, 293, -45], [216, 320, -46], [181, 291, -11], [163, 276, -41], [184, 317, -50], [205, 344, -48], [154, 309, -11], [132, 287, -37], [153, 315, -41], [176, 337, -36], [133, 330, -12], [91, 302, -26], [60, 286, -32], [35, 269, -34]]","(35, 218, 233, 195)","(151, 315)"
40,"[[234, 418, 0], [266, 374, -24], [273, 308, -32], [269, 256, -38], [273, 219, -40], [220, 278, -15], [196, 258, -38], [207, 295, -48], [224, 324, -50], [186, 294, -11], [168, 277, -43], [189, 319, -53], [210, 347, -51], [159, 312, -11], [135, 288, -39], [156, 316, -43], [179, 339, -38], [138, 333, -12], [96, 302, -28], [64, 285, -34], [39, 268, -35]]","(39, 219, 234, 199)","(156, 318)"
41,"[[231, 414, 0], [265, 373, -22], [274, 309, -29], [270, 258, -35], [273, 222, -37], [221, 278, -15], [199, 260, -35], [208, 295, -45], [223, 323, -47], [187, 292, -11], [171, 278, -39], [190, 318, -49], [210, 345, -48], [159, 310, -10], [138, 289, -35], [156, 315, -40], [177, 337, -35], [138, 331, -10], [97, 301, -25], [66, 283, -31], [42, 266, -32]]","(42, 222, 232, 192)","(158, 318)"
42,"[[233, 417, 0], [266, 375, -22], [275, 310, -29], [271, 259, -34], [275, 224, -36], [223, 279, -14], [202, 260, -35], [211, 295, -45], [226, 323, -47], [189, 294, -10], [173, 277, -40], [191, 319, -49], [211, 346, -48], [161, 311, -10], [141, 289, -37], [159, 317, -41], [182, 340, -35], [139, 332, -11], [98, 301, -26], [68, 282, -32], [44, 264, -33]]","(44, 224, 231, 193)","(159, 320)"
43,"[[217, 435, 0], [259, 402, -25], [285, 341, -34], [293, 290, -42], [302, 250, -47], [237, 297, -16], [226, 278, -41], [227, 317, -54], [232, 348, -56], [202, 303, -11], [192, 287, -43], [201, 333, -54], [213, 366, -51], [171, 313, -10], [159, 293, -40], [172, 330, -43], [187, 360, -35], [145, 328, -11], [118, 288, -28], [97, 262, -32], [81, 238, -30]]","(81, 238, 221, 197)","(191, 336)"
44,"[[211, 447, 0], [256, 415, -26], [286, 355, -34], [298, 305, -41], [308, 267, -43], [244, 307, -14], [232, 285, -37], [230, 324, -48], [236, 356, -50], [206, 311, -8], [198, 292, -39], [203, 339, -49], [213, 371, -47], [174, 321, -7], [163, 296, -37], [173, 332, -40], [186, 363, -32], [147, 334, -9], [123, 289, -24], [103, 261, -29], [88, 236, -28]]","(88, 236, 220, 211)","(198, 341)"
45,"[[202, 456, 0], [248, 426, -24], [284, 366, -31], [300, 316, -37], [311, 279, -38], [245, 319, -13], [231, 292, -36], [227, 332, -47], [232, 364, -47], [208, 320, -8], [196, 299, -40], [199, 346, -49], [208, 378, -46], [175, 327, -8], [163, 300, -38], [171, 337, -40], [184, 367, -31], [146, 337, -10], [124, 292, -25], [105, 262, -30], [91, 234, -29]]","(91, 234, 220, 222)","(201, 345)"
46,"[[181, 458, 0], [230, 429, -29], [268, 373, -39], [287, 322, -45], [302, 287, -46], [233, 323, -22], [213, 298, -47], [203, 341, -55], [206, 373, -54], [193, 321, -14], [177, 302, -50], [175, 355, -58], [183, 390, -53], [159, 325, -11], [142, 301, -45], [146, 344, -47], [158, 377, -36], [129, 334, -10], [109, 289, -29], [89, 261, -35], [76, 235, -33]]","(76, 235, 226, 223)","(189, 346)"
47,"[[180, 457, 0], [229, 430, -29], [267, 373, -38], [287, 322, -45], [305, 287, -47], [232, 324, -22], [212, 297, -48], [204, 339, -58], [207, 371, -57], [193, 322, -15], [176, 302, -50], [176, 353, -57], [184, 385, -52], [160, 325, -12], [143, 299, -44], [148, 339, -44], [161, 369, -34], [130, 334, -12], [111, 287, -29], [92, 258, -33], [79, 230, -31]]","(79, 230, 226, 227)","(192, 343)"
48,"[[180, 447, 0], [228, 424, -27], [269, 368, -35], [290, 318, -41], [309, 284, -43], [238, 316, -16], [219, 291, -42], [206, 329, -52], [205, 360, -52], [200, 311, -9], [181, 295, -44], [178, 344, -52], [183, 378, -47], [166, 312, -7], [148, 290, -39], [151, 331, -39], [161, 362, -28], [137, 318, -7], [128, 271, -24], [117, 242, -27], [109, 215, -23]]","(109, 215, 200, 232)","(209, 331)"
49,"[[179, 439, 0], [227, 418, -29], [270, 365, -37], [292, 316, -43], [313, 284, -43], [241, 313, -17], [221, 289, -42], [208, 329, -52], [208, 361, -51], [204, 306, -9], [184, 292, -43], [179, 341, -51], [184, 375, -45], [171, 307, -6], [153, 288, -38], [153, 330, -40], [162, 362, -28], [141, 311, -5], [134, 265, -22], [123, 236, -25], [116, 210, -21]]","(116, 210, 197, 229)","(214, 324)"
50,"[[178, 433, 0], [227, 416, -28], [274, 366, -36], [297, 319, -41], [320, 289, -41], [247, 312, -18], [226, 290, -43], [211, 328, -51], [209, 359, -50], [211, 303, -10], [190, 289, -42], [182, 337, -49], [185, 370, -43], [178, 301, -6], [159, 284, -37], [158, 326, -38], [166, 358, -27], [148, 304, -4], [143, 259, -19], [132, 232, -23], [125, 206, -19]]","(125, 206, 195, 227)","(222, 319)"
51,"[[164, 418, 0], [213, 412, -30], [268, 377, -39], [301, 336, -46], [329, 308, -48], [257, 311, -18], [232, 292, -41], [209, 327, -52], [202, 358, -52], [225, 294, -10], [197, 285, -40], [182, 332, -48], [181, 364, -45], [194, 288, -5], [169, 275, -35], [159, 314, -37], [161, 345, -27], [163, 287, -3], [166, 245, -20], [163, 217, -23], [162, 191, -19]]","(159, 191, 170, 227)","(244, 304)"
52,"[[161, 414, 0], [209, 410, -30], [265, 375, -38], [297, 333, -43], [323, 307, -43], [255, 315, -21], [232, 288, -46], [206, 321, -54], [198, 351, -51], [223, 298, -12], [198, 282, -47], [178, 328, -55], [175, 360, -48], [192, 289, -7], [170, 272, -42], [159, 314, -45], [161, 347, -33], [162, 285, -5], [164, 242, -23], [160, 214, -28], [160, 189, -23]]","(159, 189, 164, 225)","(241, 301)"
53,"[[156, 413, 0], [206, 404, -30], [261, 367, -38], [291, 325, -43], [314, 296, -43], [247, 305, -15], [219, 278, -41], [195, 314, -50], [190, 345, -47], [214, 291, -6], [187, 276, -42], [170, 324, -51], [169, 355, -45], [184, 284, -2], [162, 267, -38], [151, 310, -42], [153, 342, -30], [155, 283, 0], [154, 239, -19], [148, 212, -24], [148, 187, -19]]","(148, 187, 166, 226)","(231, 300)"
54,"[[159, 411, 0], [208, 404, -32], [261, 367, -40], [291, 324, -46], [314, 294, -46], [247, 306, -21], [222, 278, -47], [198, 313, -55], [192, 344, -52], [214, 292, -11], [187, 275, -48], [172, 322, -56], [171, 353, -50], [184, 285, -7], [161, 267, -43], [153, 309, -46], [156, 341, -34], [155, 283, -4], [154, 239, -24], [147, 211, -28], [144, 184, -24]]","(144, 184, 170, 227)","(229, 297)"
55,"[[160, 414, 0], [209, 405, -31], [262, 366, -40], [293, 322, -45], [315, 292, -45], [247, 305, -20], [220, 276, -45], [196, 313, -54], [191, 344, -51], [214, 292, -10], [186, 274, -46], [171, 322, -55], [171, 355, -49], [183, 285, -5], [160, 265, -41], [152, 307, -43], [154, 339, -32], [154, 284, -3], [153, 240, -22], [146, 210, -27], [143, 182, -23]]","(143, 182, 172, 232)","(229, 298)"
56,"[[168, 416, 0], [216, 406, -32], [268, 363, -39], [293, 317, -44], [311, 284, -43], [249, 299, -17], [223, 274, -42], [204, 314, -51], [201, 347, -48], [214, 287, -8], [189, 274, -44], [178, 324, -53], [179, 357, -47], [183, 283, -4], [161, 266, -40], [156, 309, -43], [160, 341, -31], [153, 284, -2], [151, 238, -22], [144, 209, -27], [140, 182, -22]]","(140, 182, 171, 234)","(225, 299)"
57,"[[168, 418, 0], [218, 405, -31], [271, 361, -39], [296, 314, -43], [311, 280, -42], [248, 301, -18], [222, 274, -44], [203, 315, -52], [201, 347, -49], [212, 290, -9], [185, 274, -45], [175, 324, -53], [179, 356, -47], [180, 286, -5], [158, 266, -41], [153, 309, -43], [158, 341, -30], [151, 287, -3], [148, 241, -24], [140, 211, -29], [137, 183, -25]]","(137, 183, 174, 235)","(224, 300)"
58,"[[166, 427, 0], [213, 404, -31], [257, 346, -38], [272, 294, -41], [279, 255, -39], [221, 292, -11], [196, 271, -37], [185, 314, -49], [190, 346, -48], [184, 289, -2], [158, 279, -39], [160, 330, -49], [170, 362, -44], [153, 292, 0], [129, 278, -35], [135, 323, -39], [147, 356, -28], [125, 299, 0], [107, 256, -18], [93, 228, -24], [83, 201, -20]]","(83, 201, 196, 226)","(181, 314)"
59,"[[168, 430, 0], [214, 401, -29], [251, 341, -36], [263, 289, -40], [261, 249, -39], [211, 292, -13], [184, 271, -41], [176, 315, -51], [180, 348, -50], [174, 293, -5], [151, 280, -42], [152, 330, -52], [160, 364, -46], [142, 297, -2], [119, 280, -38], [125, 324, -41], [138, 357, -29], [113, 307, -1], [98, 262, -19], [82, 236, -23], [72, 212, -18]]","(72, 212, 191, 218)","(167, 321)"
60,"[[168, 433, 0], [214, 400, -29], [248, 341, -37], [256, 288, -42], [252, 248, -41], [206, 293, -15], [179, 272, -41], [174, 316, -51], [180, 349, -49], [167, 296, -6], [146, 281, -42], [150, 332, -52], [159, 366, -47], [135, 303, -3], [114, 285, -37], [121, 327, -40], [134, 358, -29], [107, 314, -2], [89, 270, -20], [73, 244, -23], [61, 219, -19]]","(61, 219, 195, 214)","(158, 326)"
61,"[[181, 436, 0], [226, 405, -27], [258, 345, -32], [266, 292, -36], [264, 252, -35], [216, 297, -13], [195, 274, -37], [191, 315, -47], [198, 349, -45], [179, 301, -6], [159, 285, -38], [165, 334, -46], [176, 367, -41], [146, 309, -3], [127, 290, -33], [137, 331, -34], [153, 361, -23], [117, 321, -3], [99, 277, -18], [83, 250, -20], [72, 224, -16]]","(72, 224, 194, 212)","(169, 330)"
62,"[[184, 438, 0], [229, 406, -25], [261, 345, -30], [269, 293, -34], [267, 254, -33], [218, 299, -11], [199, 274, -34], [196, 314, -44], [201, 346, -43], [182, 302, -5], [165, 286, -35], [170, 333, -44], [181, 365, -39], [149, 310, -3], [133, 291, -30], [144, 330, -32], [159, 360, -23], [121, 321, -3], [104, 275, -15], [88, 247, -18], [77, 223, -14]]","(77, 223, 192, 215)","(173, 330)"
63,"[[184, 433, 0], [231, 404, -26], [265, 345, -32], [274, 293, -36], [275, 254, -35], [222, 299, -15], [203, 275, -37], [198, 313, -46], [202, 346, -45], [185, 301, -7], [168, 285, -38], [171, 332, -45], [181, 365, -41], [153, 307, -4], [135, 287, -32], [144, 325, -33], [158, 354, -24], [124, 317, -3], [110, 271, -17], [96, 242, -20], [86, 216, -16]]","(86, 216, 189, 217)","(180, 324)"
