,lmList,bbox,center
10,"[[181, 538, 0], [221, 512, -39], [242, 458, -54], [223, 413, -66], [194, 378, -73], [240, 373, -29], [240, 299, -55], [237, 256, -69], [229, 220, -78], [202, 380, -25], [193, 352, -68], [202, 404, -78], [209, 431, -74], [167, 396, -25], [160, 388, -70], [177, 438, -68], [189, 451, -54], [138, 416, -29], [137, 414, -60], [155, 449, -57], [165, 458, -47]]","(137, 220, 105, 318)","(189, 379)"
11,"[[181, 537, 0], [221, 509, -43], [240, 456, -61], [220, 412, -73], [192, 376, -82], [239, 371, -30], [239, 299, -55], [236, 256, -68], [228, 220, -77], [201, 379, -24], [191, 351, -66], [200, 402, -76], [208, 429, -71], [167, 394, -23], [159, 387, -68], [176, 437, -67], [188, 449, -53], [138, 414, -26], [136, 411, -57], [153, 446, -55], [163, 455, -45]]","(136, 220, 104, 317)","(188, 378)"
12,"[[178, 539, 0], [217, 512, -44], [238, 459, -61], [220, 413, -73], [190, 379, -80], [235, 371, -29], [237, 298, -54], [235, 255, -67], [227, 219, -75], [199, 379, -22], [190, 350, -64], [197, 402, -73], [204, 428, -67], [165, 393, -21], [157, 387, -66], [172, 437, -64], [184, 448, -50], [136, 412, -24], [133, 409, -53], [149, 444, -50], [158, 454, -39]]","(133, 219, 105, 320)","(185, 379)"
13,"[[177, 535, 0], [216, 507, -41], [237, 457, -59], [217, 414, -73], [190, 377, -83], [238, 371, -29], [240, 297, -56], [238, 254, -69], [230, 218, -78], [200, 377, -24], [191, 347, -67], [196, 397, -78], [202, 425, -73], [165, 391, -24], [157, 386, -69], [171, 435, -67], [182, 448, -53], [135, 409, -28], [133, 408, -58], [147, 444, -54], [157, 453, -44]]","(133, 218, 107, 317)","(186, 376)"
14,"[[173, 536, 0], [212, 510, -44], [234, 460, -63], [218, 415, -77], [192, 376, -88], [237, 374, -32], [243, 299, -59], [243, 255, -73], [238, 217, -82], [200, 378, -25], [191, 349, -68], [195, 400, -78], [200, 427, -72], [165, 391, -23], [155, 385, -68], [168, 435, -66], [180, 447, -51], [135, 407, -25], [130, 405, -56], [144, 441, -52], [155, 452, -41]]","(130, 217, 113, 319)","(186, 376)"
15,"[[151, 524, 0], [197, 500, -42], [220, 452, -59], [202, 405, -69], [177, 365, -77], [233, 368, -30], [252, 295, -56], [261, 250, -70], [265, 211, -79], [195, 370, -24], [191, 331, -65], [188, 380, -75], [192, 411, -70], [159, 381, -23], [154, 366, -68], [159, 417, -65], [167, 434, -50], [129, 398, -26], [123, 378, -55], [132, 414, -47], [139, 432, -33]]","(123, 211, 142, 313)","(194, 367)"
16,"[[150, 520, 0], [192, 497, -35], [217, 451, -51], [198, 404, -64], [172, 369, -74], [235, 365, -26], [256, 295, -51], [267, 250, -65], [271, 211, -74], [196, 365, -24], [192, 328, -65], [187, 376, -76], [189, 407, -72], [159, 375, -26], [152, 359, -69], [157, 409, -65], [163, 429, -49], [125, 391, -31], [121, 371, -58], [128, 405, -50], [135, 423, -36]]","(121, 211, 150, 309)","(196, 365)"
17,"[[145, 520, 0], [190, 500, -40], [217, 455, -56], [204, 408, -68], [184, 371, -77], [242, 374, -28], [268, 305, -52], [281, 261, -65], [289, 224, -73], [204, 371, -22], [205, 332, -62], [197, 381, -72], [197, 411, -67], [167, 377, -21], [162, 363, -64], [164, 412, -62], [170, 432, -47], [134, 388, -24], [130, 368, -50], [135, 402, -44], [140, 419, -31]]","(130, 224, 159, 296)","(209, 372)"
18,"[[144, 521, 0], [186, 502, -41], [217, 457, -58], [204, 410, -70], [182, 371, -80], [243, 372, -27], [270, 304, -51], [286, 260, -64], [295, 222, -72], [204, 370, -21], [207, 333, -60], [198, 382, -69], [198, 410, -63], [167, 376, -21], [162, 362, -64], [163, 413, -60], [170, 430, -45], [132, 388, -24], [130, 370, -52], [135, 407, -45], [140, 423, -31]]","(130, 222, 165, 299)","(212, 371)"
19,"[[145, 518, 0], [188, 497, -34], [215, 451, -48], [201, 407, -60], [181, 373, -68], [240, 370, -24], [267, 301, -48], [282, 258, -61], [290, 221, -69], [202, 368, -22], [201, 332, -62], [192, 382, -70], [192, 411, -65], [164, 374, -24], [159, 359, -66], [160, 410, -62], [166, 429, -46], [130, 387, -30], [128, 366, -55], [132, 401, -47], [138, 419, -33]]","(128, 221, 162, 297)","(209, 369)"
20,"[[144, 523, 0], [186, 500, -41], [212, 455, -57], [201, 409, -69], [178, 375, -78], [239, 371, -24], [266, 304, -47], [281, 261, -61], [289, 223, -70], [201, 369, -18], [203, 332, -55], [194, 381, -64], [194, 410, -59], [163, 376, -18], [160, 360, -56], [160, 408, -54], [165, 428, -40], [130, 389, -21], [128, 368, -44], [132, 400, -37], [137, 418, -24]]","(128, 223, 161, 300)","(208, 373)"
21,"[[143, 520, 0], [185, 499, -41], [213, 455, -57], [201, 408, -69], [179, 371, -78], [239, 371, -26], [266, 303, -49], [281, 260, -62], [289, 223, -70], [201, 369, -21], [203, 331, -57], [195, 378, -66], [195, 406, -60], [164, 376, -20], [160, 360, -60], [160, 409, -56], [166, 426, -42], [131, 389, -23], [128, 367, -48], [133, 401, -40], [138, 419, -26]]","(128, 223, 161, 297)","(208, 371)"
22,"[[141, 517, 0], [185, 495, -37], [212, 450, -51], [199, 405, -60], [179, 370, -67], [239, 367, -23], [267, 301, -46], [283, 259, -58], [292, 222, -67], [201, 364, -19], [203, 328, -56], [192, 377, -64], [191, 406, -59], [163, 370, -20], [160, 355, -60], [159, 406, -57], [164, 425, -42], [129, 384, -25], [127, 365, -50], [131, 399, -42], [137, 417, -29]]","(127, 222, 165, 295)","(209, 369)"
23,"[[140, 512, 0], [184, 490, -39], [211, 446, -54], [199, 402, -66], [180, 365, -74], [238, 365, -25], [266, 300, -48], [282, 258, -61], [291, 221, -69], [200, 363, -20], [201, 329, -58], [191, 377, -66], [190, 405, -61], [162, 369, -20], [157, 355, -60], [157, 404, -57], [162, 421, -42], [129, 381, -24], [126, 362, -49], [129, 396, -41], [135, 412, -28]]","(126, 221, 165, 291)","(208, 366)"
24,"[[128, 503, 0], [174, 485, -37], [204, 442, -51], [195, 395, -62], [175, 359, -70], [232, 363, -26], [265, 299, -49], [283, 258, -62], [294, 222, -70], [195, 359, -22], [199, 324, -60], [186, 374, -67], [183, 404, -61], [158, 363, -23], [156, 346, -64], [151, 397, -60], [154, 417, -44], [123, 374, -27], [122, 350, -53], [125, 385, -44], [127, 405, -30]]","(122, 222, 172, 281)","(208, 362)"
25,"[[125, 501, 0], [169, 483, -41], [199, 442, -56], [194, 397, -67], [180, 359, -74], [231, 362, -25], [264, 299, -47], [284, 259, -59], [295, 223, -66], [194, 357, -19], [201, 322, -54], [187, 370, -61], [184, 397, -54], [157, 360, -18], [156, 346, -58], [151, 396, -55], [154, 412, -40], [123, 369, -21], [123, 349, -46], [124, 385, -39], [127, 401, -26]]","(123, 223, 172, 278)","(209, 362)"
26,"[[121, 499, 0], [166, 481, -39], [197, 440, -54], [192, 393, -64], [177, 354, -72], [230, 363, -24], [266, 300, -46], [286, 260, -58], [299, 225, -66], [194, 357, -19], [201, 320, -55], [187, 368, -62], [182, 396, -56], [156, 358, -19], [156, 343, -59], [151, 392, -56], [153, 410, -41], [122, 367, -22], [124, 347, -47], [125, 381, -40], [126, 397, -27]]","(121, 225, 178, 274)","(210, 362)"
27,"[[117, 494, 0], [160, 481, -39], [192, 441, -54], [184, 396, -66], [168, 360, -74], [229, 364, -26], [265, 303, -50], [286, 264, -62], [299, 230, -70], [193, 356, -22], [197, 325, -59], [183, 371, -67], [180, 398, -61], [155, 356, -22], [151, 344, -62], [144, 393, -59], [148, 410, -45], [122, 363, -25], [120, 345, -51], [119, 380, -44], [121, 396, -31]]","(117, 230, 182, 264)","(208, 362)"
28,"[[115, 499, 0], [157, 485, -43], [188, 443, -58], [180, 396, -69], [164, 361, -76], [228, 367, -26], [263, 305, -48], [282, 264, -61], [295, 230, -69], [191, 359, -19], [196, 327, -54], [181, 373, -62], [179, 399, -57], [154, 360, -17], [151, 344, -57], [145, 390, -54], [149, 407, -40], [120, 367, -20], [121, 345, -45], [120, 377, -37], [121, 395, -24]]","(115, 230, 180, 269)","(205, 364)"
29,"[[115, 504, 0], [158, 487, -42], [189, 444, -57], [181, 396, -67], [162, 360, -73], [228, 367, -22], [262, 305, -42], [282, 265, -54], [294, 230, -62], [191, 360, -14], [196, 325, -49], [181, 370, -57], [178, 396, -52], [154, 361, -13], [151, 345, -50], [144, 390, -50], [149, 407, -37], [121, 369, -15], [120, 348, -38], [119, 378, -32], [121, 396, -19]]","(115, 230, 179, 274)","(204, 367)"
30,"[[116, 505, 0], [161, 490, -37], [195, 447, -51], [187, 401, -61], [169, 365, -68], [228, 370, -22], [262, 307, -43], [281, 266, -55], [292, 231, -62], [192, 363, -18], [198, 329, -53], [184, 375, -62], [180, 404, -57], [155, 365, -18], [153, 349, -57], [148, 398, -54], [150, 417, -40], [121, 372, -21], [123, 350, -45], [122, 383, -38], [124, 401, -25]]","(116, 231, 176, 274)","(204, 368)"
31,"[[119, 506, 0], [163, 489, -39], [195, 450, -52], [186, 402, -60], [167, 367, -64], [230, 369, -24], [264, 306, -45], [283, 266, -57], [295, 230, -66], [193, 364, -18], [201, 330, -50], [186, 376, -59], [183, 405, -56], [155, 366, -18], [158, 347, -53], [152, 395, -51], [153, 416, -40], [121, 378, -21], [124, 351, -42], [126, 384, -35], [127, 405, -22]]","(119, 230, 176, 276)","(207, 368)"
32,"[[123, 506, 0], [165, 491, -41], [197, 448, -56], [190, 402, -67], [173, 363, -75], [232, 366, -23], [262, 302, -45], [279, 260, -58], [289, 224, -66], [195, 361, -17], [198, 330, -53], [184, 377, -62], [183, 404, -58], [158, 364, -16], [155, 350, -56], [150, 398, -54], [155, 415, -40], [125, 373, -18], [124, 355, -45], [125, 390, -39], [128, 407, -26]]","(123, 224, 166, 282)","(206, 365)"
33,"[[126, 507, 0], [169, 489, -38], [199, 446, -53], [191, 400, -65], [174, 363, -74], [230, 365, -24], [259, 300, -47], [275, 258, -60], [285, 222, -68], [194, 360, -19], [195, 329, -56], [183, 375, -65], [181, 404, -61], [157, 365, -19], [153, 350, -58], [149, 398, -55], [152, 418, -42], [124, 375, -22], [122, 358, -48], [123, 393, -42], [127, 411, -30]]","(122, 222, 163, 285)","(203, 364)"
34,"[[131, 512, 0], [174, 494, -38], [201, 447, -52], [186, 400, -62], [162, 366, -69], [221, 362, -24], [240, 292, -46], [247, 250, -60], [249, 213, -69], [184, 360, -19], [182, 329, -54], [178, 377, -64], [178, 407, -61], [148, 368, -19], [143, 355, -55], [146, 402, -53], [151, 422, -42], [117, 382, -22], [115, 368, -45], [120, 401, -40], [125, 417, -30]]","(115, 213, 134, 299)","(182, 362)"
35,"[[137, 514, 0], [178, 493, -37], [202, 445, -51], [184, 400, -62], [159, 370, -70], [214, 360, -25], [226, 288, -48], [229, 246, -61], [227, 210, -70], [177, 361, -21], [172, 333, -57], [172, 381, -66], [174, 409, -63], [142, 371, -21], [136, 361, -58], [143, 408, -56], [150, 425, -44], [113, 387, -25], [111, 376, -49], [119, 409, -44], [126, 423, -34]]","(111, 210, 118, 304)","(170, 362)"
36,"[[140, 519, 0], [180, 496, -38], [202, 448, -55], [181, 403, -68], [155, 370, -78], [211, 361, -26], [219, 290, -49], [220, 248, -63], [216, 212, -73], [174, 362, -21], [166, 334, -59], [167, 379, -70], [170, 408, -67], [141, 373, -20], [131, 363, -58], [140, 407, -57], [148, 426, -45], [112, 390, -23], [107, 381, -49], [115, 411, -46], [123, 426, -36]]","(107, 212, 113, 307)","(163, 365)"
37,"[[143, 527, 0], [182, 502, -40], [201, 453, -57], [180, 410, -68], [151, 379, -76], [205, 368, -29], [209, 296, -53], [207, 253, -67], [201, 217, -76], [169, 372, -23], [159, 350, -60], [163, 395, -69], [168, 423, -66], [136, 384, -21], [124, 381, -58], [136, 424, -57], [145, 441, -46], [108, 402, -23], [102, 400, -48], [113, 430, -45], [119, 443, -36]]","(102, 217, 107, 310)","(155, 372)"
38,"[[146, 528, 0], [183, 504, -41], [203, 456, -60], [183, 415, -74], [154, 382, -85], [206, 368, -30], [208, 297, -55], [205, 255, -70], [198, 220, -79], [169, 372, -24], [160, 349, -64], [164, 396, -75], [169, 423, -71], [136, 385, -23], [126, 382, -63], [138, 426, -62], [148, 440, -49], [107, 403, -25], [101, 401, -53], [114, 433, -50], [123, 444, -39]]","(101, 220, 107, 308)","(154, 374)"
39,"[[148, 527, 0], [185, 502, -41], [205, 455, -59], [183, 413, -72], [154, 381, -82], [206, 366, -30], [208, 296, -55], [205, 255, -70], [197, 220, -79], [169, 371, -24], [159, 350, -64], [164, 397, -76], [171, 423, -73], [137, 385, -23], [126, 384, -64], [139, 428, -63], [150, 441, -51], [109, 404, -25], [103, 403, -53], [116, 435, -51], [127, 446, -41]]","(103, 220, 105, 307)","(155, 373)"
40,"[[155, 528, 0], [192, 503, -42], [212, 454, -58], [190, 411, -70], [161, 381, -79], [215, 369, -26], [216, 298, -50], [213, 254, -63], [206, 219, -72], [180, 375, -19], [170, 349, -59], [171, 396, -70], [178, 424, -66], [147, 388, -16], [135, 382, -57], [146, 426, -57], [158, 441, -45], [118, 405, -18], [109, 398, -45], [121, 429, -41], [131, 442, -31]]","(109, 219, 107, 309)","(162, 373)"
41,"[[158, 527, 0], [196, 500, -40], [218, 454, -56], [199, 413, -68], [170, 385, -76], [217, 367, -29], [219, 296, -52], [215, 255, -65], [207, 220, -74], [182, 373, -23], [177, 348, -60], [180, 397, -70], [185, 424, -67], [149, 387, -22], [143, 378, -60], [155, 424, -59], [164, 440, -47], [121, 405, -24], [117, 393, -49], [130, 425, -44], [139, 440, -34]]","(117, 220, 102, 307)","(168, 373)"
42,"[[166, 523, 0], [204, 498, -39], [228, 451, -56], [213, 407, -71], [186, 372, -82], [231, 368, -27], [233, 296, -50], [231, 252, -62], [225, 216, -71], [196, 372, -21], [189, 342, -62], [191, 391, -72], [195, 420, -68], [163, 383, -20], [154, 375, -61], [167, 421, -59], [176, 439, -45], [134, 398, -21], [132, 393, -49], [144, 427, -46], [152, 441, -35]]","(132, 216, 101, 307)","(182, 369)"
43,"[[168, 518, 0], [209, 491, -36], [233, 444, -52], [217, 403, -63], [192, 373, -73], [233, 364, -25], [236, 294, -48], [233, 253, -62], [227, 218, -70], [198, 368, -20], [190, 340, -61], [191, 388, -71], [196, 417, -67], [165, 379, -20], [155, 372, -61], [164, 417, -59], [175, 435, -46], [137, 395, -23], [129, 392, -50], [140, 425, -47], [151, 437, -37]]","(129, 218, 107, 300)","(182, 368)"
44,"[[169, 515, 0], [208, 492, -39], [233, 448, -59], [223, 404, -75], [200, 368, -89], [241, 367, -28], [253, 297, -53], [259, 253, -66], [259, 217, -75], [206, 369, -22], [201, 339, -65], [199, 388, -74], [201, 417, -69], [172, 379, -21], [164, 368, -64], [171, 415, -59], [179, 433, -44], [142, 392, -23], [136, 385, -52], [145, 419, -47], [154, 434, -35]]","(136, 217, 123, 298)","(197, 366)"
45,"[[164, 510, 0], [205, 490, -35], [231, 447, -52], [222, 408, -67], [199, 375, -80], [239, 365, -27], [257, 297, -53], [267, 255, -68], [270, 219, -77], [204, 365, -24], [200, 339, -67], [196, 387, -79], [196, 416, -75], [170, 375, -25], [163, 367, -66], [168, 412, -63], [175, 433, -49], [140, 389, -28], [135, 383, -56], [143, 416, -51], [151, 432, -39]]","(135, 219, 135, 291)","(202, 364)"
46,"[[157, 510, 0], [199, 492, -33], [227, 447, -48], [214, 406, -60], [192, 372, -70], [239, 368, -26], [262, 301, -51], [274, 259, -65], [279, 224, -74], [203, 367, -23], [200, 342, -65], [194, 390, -75], [193, 418, -71], [169, 375, -24], [161, 364, -65], [165, 412, -60], [172, 431, -46], [138, 387, -28], [134, 380, -55], [141, 414, -49], [148, 429, -37]]","(134, 224, 145, 286)","(206, 367)"
47,"[[138, 512, 0], [179, 493, -35], [204, 449, -50], [191, 405, -62], [171, 370, -72], [222, 370, -24], [245, 303, -48], [258, 261, -62], [266, 225, -71], [186, 368, -21], [185, 338, -60], [176, 382, -71], [173, 414, -68], [153, 374, -21], [147, 360, -59], [147, 403, -57], [150, 426, -44], [123, 386, -24], [119, 370, -49], [122, 398, -43], [127, 416, -32]]","(119, 225, 147, 287)","(192, 368)"
48,"[[138, 507, 0], [176, 489, -37], [201, 448, -53], [184, 405, -65], [163, 370, -75], [222, 366, -27], [246, 301, -49], [259, 259, -63], [265, 224, -72], [186, 364, -22], [182, 334, -59], [175, 378, -69], [174, 407, -65], [152, 370, -21], [145, 359, -59], [145, 403, -56], [151, 422, -44], [122, 383, -24], [116, 370, -49], [120, 401, -44], [127, 416, -32]]","(116, 224, 149, 283)","(190, 365)"
49,"[[138, 505, 0], [176, 485, -37], [198, 443, -54], [183, 400, -66], [163, 365, -77], [219, 363, -24], [240, 298, -47], [252, 257, -60], [257, 222, -69], [183, 362, -19], [179, 332, -55], [173, 376, -65], [174, 404, -61], [149, 370, -18], [141, 358, -56], [143, 402, -53], [149, 420, -41], [120, 384, -20], [114, 369, -45], [118, 400, -40], [124, 416, -29]]","(114, 222, 143, 283)","(185, 363)"
50,"[[141, 504, 0], [178, 484, -35], [201, 441, -50], [182, 398, -62], [158, 366, -71], [219, 362, -22], [240, 299, -42], [250, 258, -55], [255, 223, -64], [183, 360, -17], [179, 332, -53], [173, 375, -63], [175, 403, -61], [150, 368, -16], [143, 357, -53], [146, 398, -53], [152, 417, -42], [122, 382, -19], [116, 365, -43], [121, 392, -39], [128, 409, -29]]","(116, 223, 139, 281)","(185, 363)"
51,"[[140, 502, 0], [177, 482, -36], [201, 440, -51], [183, 399, -62], [160, 368, -71], [219, 362, -23], [239, 298, -45], [250, 258, -59], [255, 224, -67], [184, 361, -19], [180, 333, -56], [174, 376, -67], [175, 405, -64], [151, 369, -18], [144, 359, -57], [146, 401, -57], [152, 421, -45], [123, 381, -21], [117, 366, -46], [122, 396, -42], [129, 413, -32]]","(117, 224, 138, 278)","(186, 363)"
52,"[[144, 504, 0], [180, 483, -36], [205, 440, -51], [190, 397, -61], [165, 367, -69], [223, 361, -23], [242, 297, -43], [252, 257, -55], [257, 223, -63], [188, 360, -17], [184, 332, -52], [177, 377, -62], [178, 406, -58], [155, 368, -16], [147, 357, -53], [150, 401, -51], [157, 420, -40], [127, 381, -18], [121, 365, -42], [126, 395, -37], [133, 413, -26]]","(121, 223, 136, 281)","(189, 363)"
53,"[[146, 501, 0], [183, 480, -36], [207, 438, -48], [189, 397, -57], [165, 369, -62], [224, 360, -22], [244, 297, -42], [253, 258, -54], [257, 223, -62], [189, 361, -17], [187, 333, -50], [181, 377, -59], [182, 405, -56], [156, 369, -16], [151, 356, -52], [154, 400, -51], [160, 418, -40], [128, 383, -19], [124, 365, -41], [131, 394, -36], [136, 411, -26]]","(124, 223, 133, 278)","(190, 362)"
54,"[[156, 505, 0], [196, 484, -31], [220, 438, -44], [207, 400, -55], [179, 375, -63], [215, 355, -23], [216, 288, -45], [213, 248, -59], [205, 214, -70], [181, 361, -20], [177, 338, -57], [181, 385, -68], [186, 411, -66], [150, 374, -22], [144, 367, -57], [156, 410, -55], [165, 427, -44], [123, 392, -26], [121, 390, -49], [133, 420, -46], [143, 432, -37]]","(121, 214, 99, 291)","(170, 359)"
55,"[[163, 505, 0], [200, 483, -35], [222, 438, -52], [207, 403, -65], [179, 376, -76], [214, 354, -31], [209, 286, -58], [203, 246, -73], [192, 212, -84], [179, 360, -28], [173, 339, -70], [179, 387, -80], [185, 414, -77], [148, 373, -29], [143, 372, -68], [156, 415, -66], [166, 429, -54], [121, 392, -33], [122, 398, -59], [136, 428, -57], [147, 436, -49]]","(121, 212, 101, 293)","(171, 358)"
56,"[[163, 506, 0], [202, 484, -36], [222, 438, -53], [207, 402, -66], [178, 377, -77], [212, 355, -33], [206, 285, -60], [198, 245, -75], [186, 212, -86], [178, 361, -29], [169, 344, -70], [178, 392, -80], [186, 418, -77], [147, 375, -29], [140, 374, -68], [156, 417, -64], [166, 431, -52], [121, 394, -33], [120, 400, -59], [135, 430, -57], [146, 439, -49]]","(120, 212, 102, 294)","(171, 359)"
57,"[[170, 511, 0], [209, 490, -32], [232, 444, -49], [218, 408, -63], [185, 387, -77], [217, 359, -30], [209, 289, -55], [200, 247, -71], [188, 213, -81], [184, 367, -27], [175, 351, -70], [183, 398, -82], [190, 427, -80], [153, 382, -28], [145, 381, -67], [161, 423, -65], [172, 442, -53], [126, 401, -31], [123, 403, -59], [139, 434, -56], [152, 447, -47]]","(123, 213, 109, 298)","(177, 362)"
58,"[[170, 514, 0], [209, 494, -36], [232, 448, -53], [219, 412, -67], [187, 388, -78], [220, 361, -33], [210, 290, -60], [201, 248, -76], [189, 215, -86], [185, 368, -30], [178, 351, -72], [186, 400, -82], [192, 426, -79], [153, 382, -30], [148, 382, -70], [162, 425, -66], [172, 438, -54], [125, 400, -35], [126, 407, -61], [141, 437, -58], [151, 445, -48]]","(125, 215, 107, 299)","(178, 364)"
59,"[[172, 514, 0], [211, 494, -37], [234, 450, -56], [221, 414, -72], [189, 388, -85], [223, 361, -35], [215, 291, -62], [207, 249, -78], [195, 216, -89], [188, 367, -31], [180, 352, -74], [187, 401, -85], [193, 427, -82], [156, 381, -31], [149, 385, -71], [163, 427, -68], [173, 441, -55], [128, 399, -34], [127, 409, -61], [141, 440, -59], [151, 447, -49]]","(127, 216, 107, 298)","(180, 365)"
60,"[[172, 516, 0], [211, 496, -34], [233, 450, -51], [223, 413, -65], [191, 388, -78], [224, 363, -31], [216, 292, -57], [209, 250, -73], [197, 216, -84], [189, 369, -28], [181, 351, -71], [188, 400, -83], [195, 428, -80], [158, 383, -29], [150, 381, -69], [165, 424, -65], [176, 441, -52], [130, 402, -33], [128, 406, -60], [143, 436, -57], [155, 447, -48]]","(128, 216, 105, 300)","(180, 366)"
61,"[[172, 516, 0], [211, 494, -37], [234, 450, -56], [221, 414, -71], [191, 388, -84], [224, 363, -34], [217, 292, -61], [209, 250, -77], [198, 215, -87], [190, 369, -30], [183, 352, -73], [190, 401, -83], [197, 427, -79], [158, 383, -30], [151, 381, -70], [165, 425, -66], [175, 439, -52], [130, 400, -33], [128, 405, -60], [142, 436, -56], [152, 444, -46]]","(128, 215, 106, 301)","(181, 365)"
62,"[[166, 517, 0], [205, 499, -35], [231, 455, -54], [222, 416, -70], [194, 386, -84], [229, 370, -32], [232, 297, -58], [230, 252, -73], [223, 217, -83], [195, 373, -28], [189, 351, -71], [192, 402, -82], [196, 428, -77], [163, 384, -28], [155, 378, -70], [165, 425, -64], [175, 442, -49], [132, 398, -31], [129, 397, -59], [142, 431, -54], [152, 444, -41]]","(129, 217, 103, 300)","(180, 367)"
63,"[[163, 518, 0], [203, 498, -33], [230, 453, -49], [223, 415, -65], [200, 383, -78], [234, 372, -26], [244, 300, -52], [247, 255, -67], [244, 219, -77], [199, 373, -24], [194, 351, -67], [192, 401, -78], [194, 430, -74], [166, 382, -24], [158, 377, -66], [165, 423, -62], [174, 444, -47], [135, 395, -28], [132, 394, -56], [141, 428, -51], [152, 444, -39]]","(132, 219, 115, 299)","(189, 368)"
