,lmList,bbox,center
10,"[[566, 537, 0], [505, 498, 4], [480, 451, -1], [462, 419, -14], [449, 392, -24], [531, 391, 8], [526, 330, -13], [492, 332, -25], [470, 351, -29], [549, 393, -3], [485, 380, -30], [477, 418, -33], [497, 437, -29], [554, 405, -19], [483, 404, -43], [486, 440, -34], [510, 452, -23], [548, 420, -36], [491, 420, -49], [494, 448, -41], [515, 457, -32]]","(449, 330, 117, 207)","(507, 433)"
11,"[[569, 536, 0], [508, 498, -1], [481, 454, -10], [463, 421, -25], [452, 393, -37], [534, 389, 2], [523, 329, -23], [491, 335, -35], [472, 356, -40], [550, 393, -8], [482, 386, -36], [476, 426, -38], [498, 440, -35], [555, 407, -23], [484, 407, -48], [487, 442, -37], [510, 452, -25], [551, 424, -38], [496, 422, -53], [498, 447, -44], [516, 457, -34]]","(452, 329, 117, 207)","(510, 432)"
12,"[[580, 524, 0], [516, 492, 1], [484, 447, -4], [465, 418, -17], [457, 394, -26], [530, 381, 7], [526, 323, -17], [492, 330, -29], [473, 352, -34], [549, 383, -4], [498, 362, -33], [488, 399, -37], [505, 418, -32], [558, 395, -21], [491, 397, -45], [496, 434, -36], [518, 444, -24], [558, 412, -37], [502, 420, -49], [507, 446, -41], [528, 451, -31]]","(457, 323, 123, 201)","(518, 423)"
13,"[[580, 522, 0], [517, 490, 3], [489, 442, -1], [473, 412, -13], [466, 388, -21], [532, 380, 10], [527, 321, -14], [496, 329, -26], [480, 354, -31], [550, 381, -2], [494, 370, -32], [490, 409, -36], [512, 426, -31], [557, 391, -19], [489, 398, -45], [498, 435, -36], [523, 443, -24], [555, 407, -36], [499, 420, -50], [507, 447, -43], [530, 450, -34]]","(466, 321, 114, 201)","(523, 421)"
14,"[[585, 531, 0], [518, 497, 4], [489, 450, -2], [470, 417, -15], [455, 390, -26], [538, 386, 9], [525, 329, -13], [494, 330, -26], [473, 347, -31], [553, 387, -3], [484, 385, -31], [483, 424, -36], [504, 440, -34], [558, 399, -20], [486, 407, -44], [496, 442, -36], [521, 452, -26], [554, 415, -37], [500, 426, -50], [507, 451, -44], [528, 458, -36]]","(455, 329, 130, 202)","(520, 430)"
15,"[[579, 529, 0], [514, 496, 2], [487, 447, -4], [469, 414, -16], [458, 389, -26], [529, 386, 12], [525, 326, -11], [494, 327, -23], [476, 345, -27], [549, 386, 0], [490, 377, -28], [487, 414, -31], [508, 428, -26], [558, 397, -16], [490, 403, -41], [497, 438, -32], [521, 444, -21], [555, 414, -33], [500, 425, -45], [507, 450, -38], [528, 453, -30]]","(458, 326, 121, 203)","(518, 427)"
16,"[[555, 536, 0], [499, 482, 5], [484, 430, 0], [477, 394, -9], [482, 365, -19], [550, 390, 10], [560, 332, -10], [532, 319, -22], [507, 324, -27], [564, 395, -1], [500, 375, -26], [487, 411, -29], [499, 434, -26], [567, 408, -15], [498, 393, -41], [493, 428, -32], [510, 448, -19], [559, 422, -30], [503, 409, -47], [498, 436, -40], [512, 454, -29]]","(477, 319, 90, 217)","(522, 427)"
17,"[[543, 535, 0], [491, 484, 1], [479, 431, -4], [473, 391, -15], [481, 365, -24], [549, 391, 12], [562, 336, -8], [535, 321, -20], [509, 325, -26], [564, 394, 1], [500, 371, -26], [487, 410, -30], [501, 434, -26], [567, 405, -12], [498, 387, -40], [494, 426, -31], [511, 447, -18], [559, 417, -28], [506, 404, -45], [501, 432, -39], [515, 449, -29]]","(473, 321, 94, 214)","(520, 428)"
18,"[[538, 530, 0], [491, 480, 0], [478, 431, -7], [471, 393, -20], [479, 365, -31], [547, 388, 7], [560, 335, -15], [532, 320, -27], [506, 323, -33], [562, 392, -4], [498, 370, -30], [485, 405, -32], [499, 425, -28], [565, 404, -18], [496, 386, -43], [491, 423, -31], [508, 439, -19], [559, 417, -34], [505, 405, -49], [501, 431, -41], [515, 445, -31]]","(471, 320, 94, 210)","(518, 425)"
19,"[[547, 529, 0], [493, 482, 1], [478, 434, -6], [469, 396, -20], [473, 369, -32], [544, 385, 8], [556, 332, -12], [528, 316, -24], [502, 319, -29], [561, 390, -3], [496, 368, -28], [483, 405, -30], [499, 426, -26], [565, 402, -18], [495, 386, -42], [491, 424, -31], [510, 441, -18], [560, 415, -34], [504, 406, -49], [502, 434, -41], [518, 448, -31]]","(469, 316, 96, 213)","(517, 422)"
20,"[[551, 527, 0], [496, 483, -1], [479, 435, -9], [471, 397, -22], [478, 369, -33], [546, 384, 7], [555, 332, -14], [527, 317, -26], [500, 321, -32], [562, 388, -3], [498, 371, -28], [488, 408, -30], [505, 426, -26], [566, 400, -17], [497, 390, -40], [495, 427, -29], [513, 440, -16], [560, 415, -32], [505, 410, -47], [505, 438, -39], [522, 448, -29]]","(471, 317, 95, 210)","(518, 422)"
21,"[[573, 520, 0], [511, 484, 0], [487, 441, -7], [472, 408, -19], [468, 383, -28], [542, 380, 1], [541, 325, -16], [512, 318, -26], [489, 331, -31], [558, 384, -8], [490, 378, -28], [485, 412, -30], [505, 429, -28], [562, 398, -20], [492, 400, -38], [496, 433, -28], [516, 443, -19], [556, 415, -34], [503, 419, -44], [505, 444, -36], [520, 452, -27]]","(468, 318, 105, 202)","(520, 419)"
22,"[[581, 520, 0], [519, 489, 1], [494, 445, -5], [477, 412, -16], [468, 386, -26], [542, 380, 7], [535, 324, -13], [505, 320, -24], [483, 335, -29], [557, 381, -3], [489, 382, -28], [489, 420, -30], [510, 433, -27], [562, 394, -18], [490, 403, -40], [499, 438, -30], [521, 446, -18], [557, 412, -33], [502, 421, -46], [508, 447, -38], [527, 453, -28]]","(468, 320, 113, 200)","(524, 420)"
23,"[[585, 521, 0], [524, 491, 2], [496, 446, -4], [478, 413, -16], [466, 389, -26], [541, 378, 8], [532, 322, -13], [502, 322, -24], [482, 338, -28], [557, 380, -3], [489, 384, -29], [490, 422, -31], [511, 435, -27], [563, 393, -19], [490, 407, -42], [501, 441, -31], [523, 448, -20], [559, 412, -36], [503, 425, -49], [511, 450, -40], [531, 455, -30]]","(466, 322, 119, 199)","(525, 421)"
24,"[[592, 518, 0], [527, 490, 3], [496, 445, -2], [478, 415, -14], [469, 393, -23], [536, 378, 4], [528, 320, -17], [497, 326, -28], [479, 348, -32], [555, 380, -7], [495, 380, -32], [493, 416, -34], [514, 429, -30], [562, 395, -23], [494, 408, -43], [503, 440, -32], [526, 446, -22], [560, 414, -39], [506, 428, -50], [514, 452, -41], [534, 454, -32]]","(469, 320, 123, 198)","(530, 419)"
25,"[[593, 523, 0], [530, 491, 2], [499, 447, -3], [477, 418, -15], [461, 396, -24], [542, 381, 8], [531, 325, -15], [501, 326, -28], [479, 344, -33], [556, 382, -3], [489, 387, -29], [490, 424, -32], [509, 436, -29], [562, 396, -19], [493, 410, -42], [504, 442, -32], [526, 448, -21], [560, 414, -35], [508, 425, -47], [515, 449, -39], [533, 455, -28]]","(461, 325, 132, 198)","(527, 424)"
26,"[[595, 519, 0], [532, 489, 2], [500, 449, -6], [478, 419, -19], [468, 395, -29], [538, 379, 3], [525, 322, -19], [494, 333, -30], [478, 359, -34], [556, 380, -8], [494, 384, -32], [494, 420, -34], [514, 432, -31], [563, 394, -22], [497, 410, -42], [506, 441, -32], [528, 446, -23], [561, 413, -37], [509, 427, -47], [517, 450, -39], [536, 453, -29]]","(468, 322, 127, 197)","(531, 420)"
27,"[[599, 519, 0], [535, 489, 3], [501, 448, -3], [479, 420, -15], [466, 396, -25], [539, 380, 6], [529, 322, -17], [498, 331, -30], [480, 355, -35], [555, 380, -6], [496, 378, -31], [495, 414, -34], [515, 427, -31], [562, 393, -22], [495, 407, -43], [504, 439, -33], [527, 444, -23], [560, 412, -39], [507, 427, -50], [515, 450, -41], [535, 454, -31]]","(466, 322, 133, 197)","(532, 420)"
28,"[[598, 518, 0], [533, 488, 3], [499, 447, -3], [476, 418, -17], [467, 393, -27], [537, 379, 6], [527, 321, -18], [496, 333, -30], [479, 358, -35], [554, 379, -7], [499, 372, -33], [497, 409, -35], [518, 423, -30], [561, 393, -23], [497, 403, -44], [504, 436, -34], [526, 441, -23], [559, 412, -39], [508, 426, -50], [515, 448, -41], [535, 450, -31]]","(467, 321, 131, 197)","(532, 419)"
29,"[[595, 523, 0], [530, 491, 3], [497, 449, -3], [475, 418, -16], [465, 394, -27], [536, 381, 8], [523, 325, -13], [493, 331, -26], [474, 351, -31], [552, 381, -3], [488, 386, -28], [490, 421, -31], [512, 433, -28], [558, 395, -19], [492, 412, -40], [502, 443, -30], [525, 448, -21], [556, 415, -35], [505, 430, -46], [513, 452, -38], [533, 456, -29]]","(465, 325, 130, 198)","(530, 424)"
30,"[[592, 522, 0], [527, 491, 4], [495, 446, -2], [476, 416, -14], [463, 393, -24], [531, 380, 6], [521, 322, -16], [490, 331, -28], [475, 355, -32], [549, 381, -6], [490, 379, -31], [489, 415, -33], [510, 428, -29], [557, 396, -22], [490, 409, -43], [498, 441, -33], [522, 446, -23], [556, 417, -39], [503, 431, -50], [509, 454, -41], [529, 458, -32]]","(463, 322, 129, 200)","(527, 422)"
31,"[[588, 524, 0], [523, 491, 4], [492, 445, -1], [472, 415, -14], [460, 391, -23], [537, 382, 9], [529, 322, -13], [497, 328, -25], [478, 348, -30], [553, 382, -3], [495, 370, -30], [491, 407, -32], [512, 422, -28], [559, 395, -19], [490, 403, -42], [497, 437, -34], [523, 443, -23], [555, 412, -36], [500, 427, -49], [507, 452, -42], [529, 455, -33]]","(460, 322, 128, 202)","(524, 423)"
32,"[[563, 530, 0], [503, 483, 4], [486, 432, 1], [477, 395, -7], [472, 368, -15], [544, 382, 8], [547, 324, -12], [518, 319, -22], [495, 332, -25], [558, 388, -2], [489, 377, -25], [480, 414, -28], [494, 433, -25], [560, 403, -15], [488, 400, -39], [488, 434, -31], [505, 450, -20], [552, 420, -27], [497, 417, -43], [497, 442, -36], [511, 456, -26]]","(472, 319, 91, 211)","(517, 424)"
33,"[[550, 526, 0], [497, 481, 3], [483, 432, -2], [474, 397, -13], [469, 370, -22], [543, 381, 7], [545, 325, -11], [516, 319, -21], [494, 333, -24], [557, 386, -3], [488, 375, -26], [481, 410, -27], [498, 428, -24], [559, 400, -17], [488, 398, -38], [491, 431, -28], [509, 446, -17], [553, 416, -32], [500, 415, -46], [501, 440, -39], [515, 452, -29]]","(469, 319, 90, 207)","(514, 422)"
34,"[[539, 523, 0], [492, 478, 0], [479, 428, -4], [474, 392, -15], [479, 367, -24], [542, 381, 8], [552, 328, -13], [523, 319, -24], [500, 330, -28], [558, 386, -2], [497, 369, -27], [485, 404, -30], [499, 424, -26], [561, 398, -16], [492, 389, -40], [490, 425, -31], [507, 440, -20], [554, 412, -30], [498, 407, -47], [497, 434, -40], [511, 448, -31]]","(474, 319, 87, 204)","(517, 421)"
35,"[[539, 519, 0], [490, 478, 0], [475, 425, -5], [468, 388, -15], [477, 366, -22], [541, 381, 6], [552, 328, -13], [524, 319, -23], [499, 329, -27], [556, 386, -3], [496, 369, -27], [485, 403, -29], [498, 424, -26], [559, 398, -15], [492, 388, -38], [489, 423, -29], [505, 439, -18], [554, 412, -29], [498, 406, -44], [497, 433, -38], [512, 445, -29]]","(468, 319, 91, 200)","(513, 419)"
36,"[[533, 521, 0], [489, 478, -1], [476, 425, -7], [470, 388, -17], [481, 366, -24], [544, 381, 6], [552, 329, -13], [523, 321, -22], [501, 331, -26], [558, 387, -2], [497, 369, -26], [486, 404, -28], [501, 424, -24], [560, 399, -15], [493, 388, -38], [492, 423, -29], [508, 438, -18], [554, 413, -28], [501, 404, -44], [499, 430, -38], [513, 444, -30]]","(470, 321, 90, 200)","(515, 421)"
37,"[[530, 519, 0], [487, 474, 1], [476, 424, -4], [471, 387, -15], [478, 364, -24], [544, 381, 6], [554, 330, -13], [526, 320, -24], [501, 328, -29], [559, 387, -3], [499, 368, -28], [486, 402, -31], [499, 424, -28], [561, 398, -17], [493, 385, -40], [490, 421, -31], [504, 439, -20], [554, 411, -31], [499, 402, -46], [497, 430, -39], [511, 444, -30]]","(471, 320, 90, 199)","(516, 419)"
38,"[[531, 520, 0], [486, 475, 0], [474, 425, -5], [469, 387, -16], [477, 363, -24], [543, 383, 5], [554, 331, -14], [527, 321, -25], [502, 329, -30], [558, 388, -4], [498, 368, -29], [485, 403, -32], [497, 427, -30], [560, 399, -16], [493, 385, -40], [490, 422, -32], [504, 441, -21], [554, 412, -30], [500, 401, -46], [498, 429, -39], [511, 444, -30]]","(469, 321, 91, 199)","(514, 420)"
39,"[[524, 523, 0], [480, 478, -1], [470, 425, -8], [467, 386, -19], [480, 362, -28], [542, 386, 6], [556, 335, -14], [529, 325, -25], [504, 333, -30], [557, 392, -2], [502, 370, -28], [487, 404, -31], [498, 426, -28], [560, 404, -15], [493, 388, -40], [487, 424, -31], [501, 442, -20], [553, 416, -29], [498, 406, -45], [495, 434, -39], [509, 449, -30]]","(467, 325, 93, 198)","(513, 424)"
40,"[[525, 526, 0], [480, 481, 0], [472, 429, -5], [471, 390, -15], [481, 364, -23], [543, 389, 6], [556, 339, -14], [529, 327, -26], [504, 332, -31], [557, 395, -3], [501, 371, -28], [486, 405, -31], [495, 429, -29], [559, 407, -16], [494, 388, -39], [487, 424, -30], [499, 445, -20], [551, 419, -29], [499, 406, -44], [495, 434, -38], [507, 450, -29]]","(471, 327, 88, 199)","(515, 426)"
41,"[[523, 527, 0], [479, 483, 1], [469, 430, -3], [465, 392, -14], [475, 367, -22], [541, 390, 7], [555, 339, -12], [528, 329, -22], [504, 337, -26], [556, 396, -3], [497, 372, -27], [481, 408, -29], [493, 431, -25], [558, 407, -17], [492, 388, -40], [486, 426, -30], [500, 446, -18], [552, 420, -31], [499, 404, -47], [494, 432, -40], [507, 449, -30]]","(465, 329, 93, 198)","(511, 428)"
42,"[[526, 525, 0], [483, 482, 0], [471, 431, -6], [469, 392, -17], [480, 367, -26], [539, 389, 7], [554, 339, -12], [529, 327, -23], [506, 334, -27], [555, 395, -2], [497, 375, -27], [482, 409, -30], [493, 432, -26], [558, 407, -15], [494, 391, -40], [488, 428, -31], [501, 449, -19], [553, 419, -29], [500, 405, -46], [496, 433, -40], [508, 449, -31]]","(469, 327, 89, 198)","(513, 426)"
43,"[[526, 525, 0], [481, 479, 0], [471, 428, -5], [469, 391, -15], [481, 367, -24], [541, 388, 6], [554, 337, -12], [526, 327, -22], [502, 336, -26], [555, 395, -3], [495, 374, -26], [481, 408, -28], [493, 430, -25], [557, 406, -16], [492, 391, -39], [486, 427, -29], [500, 446, -18], [552, 419, -30], [499, 407, -45], [496, 435, -38], [509, 450, -29]]","(469, 327, 88, 198)","(513, 426)"
44,"[[545, 524, 0], [493, 481, 3], [475, 433, 0], [464, 400, -10], [461, 373, -17], [535, 383, 5], [538, 328, -11], [511, 323, -21], [490, 335, -25], [550, 387, -4], [486, 373, -26], [473, 405, -30], [485, 428, -29], [554, 399, -17], [486, 393, -36], [486, 428, -29], [502, 446, -21], [550, 412, -30], [496, 409, -42], [496, 436, -36], [511, 449, -28]]","(461, 323, 93, 201)","(507, 423)"
45,"[[555, 523, 0], [498, 486, -1], [475, 441, -8], [461, 410, -20], [456, 382, -29], [533, 382, 1], [532, 326, -19], [503, 324, -30], [482, 339, -35], [548, 387, -8], [482, 376, -32], [474, 411, -35], [492, 428, -32], [552, 400, -21], [482, 398, -43], [486, 432, -33], [506, 444, -23], [547, 416, -34], [495, 416, -48], [497, 442, -41], [514, 451, -32]]","(456, 324, 99, 199)","(505, 423)"
46,"[[555, 522, 0], [501, 483, 1], [478, 437, -4], [464, 407, -15], [459, 381, -23], [529, 381, 5], [529, 326, -16], [499, 326, -27], [478, 344, -31], [545, 385, -5], [481, 375, -30], [472, 409, -33], [489, 426, -29], [551, 398, -19], [482, 399, -42], [487, 432, -34], [509, 443, -23], [547, 414, -33], [494, 418, -48], [497, 443, -41], [515, 451, -32]]","(459, 326, 96, 196)","(507, 424)"
47,"[[558, 521, 0], [501, 485, 2], [478, 440, -2], [462, 413, -12], [454, 390, -19], [525, 384, 5], [523, 327, -14], [494, 329, -24], [476, 347, -28], [542, 387, -4], [482, 377, -29], [475, 411, -30], [494, 427, -27], [548, 399, -18], [482, 399, -40], [486, 432, -30], [509, 441, -20], [545, 414, -32], [494, 419, -46], [497, 444, -39], [516, 452, -31]]","(454, 327, 104, 194)","(506, 424)"
48,"[[557, 522, 0], [501, 485, 0], [477, 443, -7], [462, 414, -19], [456, 389, -28], [529, 384, 2], [525, 327, -19], [495, 329, -30], [477, 346, -34], [545, 387, -7], [481, 377, -33], [474, 413, -36], [493, 430, -32], [550, 400, -20], [481, 403, -43], [486, 436, -35], [508, 446, -24], [545, 416, -33], [493, 423, -48], [496, 448, -42], [514, 456, -34]]","(456, 327, 101, 195)","(506, 424)"
49,"[[554, 527, 0], [501, 487, 1], [482, 439, -4], [472, 405, -16], [474, 378, -25], [539, 384, 8], [538, 331, -13], [509, 329, -25], [488, 344, -30], [554, 388, -2], [493, 379, -28], [487, 415, -30], [504, 433, -27], [559, 400, -17], [492, 397, -40], [495, 431, -31], [513, 443, -19], [553, 415, -32], [502, 416, -46], [504, 442, -39], [520, 452, -29]]","(472, 329, 87, 198)","(515, 428)"
50,"[[549, 530, 0], [501, 490, 0], [485, 437, -4], [478, 398, -15], [487, 374, -24], [545, 387, 12], [547, 334, -7], [520, 326, -17], [497, 336, -21], [560, 389, 2], [495, 379, -23], [489, 417, -24], [505, 435, -19], [564, 399, -12], [495, 396, -36], [498, 433, -27], [517, 447, -14], [561, 413, -27], [505, 412, -42], [509, 440, -36], [526, 450, -26]]","(478, 326, 86, 204)","(521, 428)"
51,"[[549, 531, 0], [500, 485, 1], [485, 437, -5], [477, 399, -17], [485, 371, -28], [550, 388, 12], [556, 337, -8], [528, 328, -19], [503, 337, -25], [565, 391, 1], [502, 377, -24], [495, 414, -26], [511, 432, -23], [568, 401, -13], [500, 393, -36], [501, 430, -27], [518, 443, -15], [563, 414, -29], [508, 410, -43], [509, 437, -36], [526, 447, -26]]","(477, 328, 91, 203)","(522, 429)"
52,"[[549, 534, 0], [502, 486, 0], [489, 437, -6], [483, 398, -19], [488, 371, -29], [556, 391, 13], [562, 341, -7], [536, 330, -19], [513, 335, -24], [570, 394, 2], [506, 374, -23], [496, 412, -26], [511, 432, -22], [572, 404, -12], [505, 389, -37], [502, 427, -27], [519, 443, -14], [566, 417, -29], [513, 405, -44], [511, 433, -36], [527, 447, -26]]","(483, 330, 89, 204)","(527, 432)"
53,"[[545, 532, 0], [501, 483, 2], [488, 435, -4], [481, 397, -17], [490, 371, -28], [553, 390, 10], [562, 339, -9], [535, 328, -20], [510, 334, -25], [568, 394, -1], [507, 377, -25], [498, 413, -27], [512, 433, -24], [572, 404, -16], [505, 392, -38], [504, 429, -28], [520, 445, -16], [568, 416, -32], [514, 407, -45], [512, 434, -37], [526, 448, -27]]","(481, 328, 91, 204)","(526, 430)"
54,"[[546, 532, 0], [502, 484, 0], [487, 436, -7], [480, 397, -21], [490, 371, -32], [555, 389, 9], [562, 337, -12], [534, 330, -23], [510, 338, -28], [569, 393, -1], [508, 375, -27], [499, 412, -28], [514, 431, -24], [572, 404, -16], [507, 391, -38], [505, 427, -28], [522, 442, -16], [567, 417, -32], [515, 407, -45], [514, 432, -36], [529, 446, -27]]","(480, 330, 92, 202)","(526, 431)"
55,"[[544, 533, 0], [500, 484, 2], [488, 433, -3], [481, 394, -16], [489, 369, -26], [554, 390, 15], [564, 340, -4], [538, 329, -14], [514, 335, -19], [569, 393, 3], [508, 373, -21], [499, 411, -23], [514, 431, -19], [573, 403, -12], [507, 389, -35], [504, 427, -25], [522, 443, -13], [568, 415, -28], [514, 405, -42], [513, 433, -35], [529, 446, -25]]","(481, 329, 92, 204)","(527, 431)"
56,"[[537, 534, 0], [499, 479, 5], [494, 429, 0], [494, 392, -13], [507, 366, -23], [562, 397, 20], [579, 349, -1], [555, 335, -14], [533, 339, -19], [576, 402, 6], [527, 369, -20], [508, 405, -24], [518, 430, -19], [581, 411, -11], [522, 384, -38], [510, 421, -28], [524, 442, -14], [575, 422, -30], [527, 397, -46], [517, 424, -37], [530, 442, -25]]","(494, 335, 87, 199)","(537, 434)"
57,"[[535, 530, 0], [498, 476, 2], [493, 427, -3], [493, 388, -15], [511, 364, -26], [566, 398, 16], [585, 353, -3], [562, 336, -14], [539, 338, -19], [580, 404, 4], [531, 367, -21], [510, 401, -24], [519, 427, -20], [583, 414, -11], [526, 383, -37], [512, 419, -28], [524, 441, -15], [576, 425, -28], [531, 398, -44], [520, 423, -36], [529, 443, -26]]","(493, 336, 92, 194)","(539, 433)"
58,"[[529, 528, 0], [497, 476, 4], [493, 427, -2], [495, 388, -15], [515, 363, -26], [565, 400, 21], [589, 357, 1], [569, 338, -8], [547, 338, -12], [580, 405, 7], [533, 366, -18], [512, 399, -18], [523, 424, -12], [583, 414, -11], [530, 382, -36], [515, 417, -25], [529, 439, -11], [578, 424, -30], [532, 397, -46], [520, 424, -39], [532, 443, -28]]","(493, 338, 96, 190)","(541, 433)"
59,"[[527, 527, 0], [494, 474, 4], [491, 425, -1], [495, 386, -13], [516, 362, -24], [565, 400, 18], [592, 358, 0], [570, 338, -10], [546, 337, -15], [579, 407, 4], [535, 367, -19], [513, 399, -20], [522, 424, -14], [583, 417, -12], [530, 382, -37], [515, 417, -25], [527, 439, -11], [577, 427, -30], [531, 399, -46], [520, 426, -38], [531, 446, -27]]","(491, 337, 101, 190)","(541, 432)"
60,"[[538, 526, 0], [500, 475, 0], [492, 427, -7], [491, 389, -20], [509, 366, -31], [563, 397, 8], [586, 351, -11], [562, 332, -23], [536, 332, -29], [579, 404, -2], [531, 369, -27], [512, 400, -30], [520, 424, -27], [583, 415, -16], [526, 386, -40], [515, 421, -31], [528, 440, -19], [577, 426, -31], [529, 404, -45], [521, 431, -37], [533, 449, -27]]","(491, 332, 95, 194)","(538, 429)"
61,"[[586, 527, 0], [534, 483, -2], [510, 439, -13], [495, 405, -29], [503, 383, -42], [570, 384, -2], [570, 332, -23], [542, 324, -34], [518, 331, -39], [587, 390, -12], [526, 374, -34], [516, 411, -35], [533, 429, -32], [593, 403, -25], [527, 395, -42], [526, 431, -30], [545, 442, -20], [590, 419, -39], [535, 416, -47], [534, 443, -37], [551, 453, -28]]","(495, 324, 98, 203)","(544, 425)"
62,"[[608, 515, 0], [550, 479, -1], [519, 435, -11], [500, 404, -26], [508, 384, -37], [575, 374, 0], [568, 320, -22], [536, 315, -35], [510, 327, -41], [592, 380, -10], [527, 374, -35], [524, 409, -38], [543, 425, -35], [598, 396, -23], [530, 394, -44], [535, 427, -32], [556, 436, -21], [595, 415, -37], [541, 414, -48], [546, 439, -38], [564, 447, -28]]","(500, 315, 108, 200)","(554, 415)"
63,"[[574, 533, 0], [525, 488, 5], [506, 435, 0], [494, 396, -11], [503, 375, -21], [572, 391, 14], [576, 335, -5], [548, 325, -16], [524, 333, -21], [586, 393, 1], [522, 374, -24], [515, 412, -25], [532, 432, -20], [590, 403, -15], [521, 393, -39], [522, 429, -29], [542, 443, -16], [586, 416, -32], [532, 409, -47], [532, 436, -39], [550, 449, -29]]","(494, 325, 96, 208)","(542, 429)"
